design name,composition: ALA,composition: CYS,composition: ASP,composition: GLU,composition: PHE,composition: GLY,composition: HIS,composition: ILE,composition: LYS,composition: LEU,composition: MET,composition: ASN,composition: PRO,composition: GLN,composition: ARG,composition: SER,composition: THR,composition: VAL,composition: TRP,composition: UNK,composition: TYR,hydrophobic fitness,isoelectric point (pH),mass (da),number of residues,packing density,budeff: total,budeff: steric,budeff: desolvation,budeff: charge,evoef2: total,evoef2: ref total,evoef2: intraR total,evoef2: interS total,evoef2 - interD total,dfire2 - total,rosetta - total,rosetta - fa_atr,rosetta - fa_rep,rosetta - fa_intra_rep,rosetta - fa_elec,rosetta - fa_sol,rosetta - lk_ball_wtd,rosetta - fa_intra_sol_xover4,rosetta - hbond_lr_bb,rosetta - hbond_sr_bb,rosetta - hbond_bb_sc,rosetta - hbond_sc,rosetta - dslf_fa13,rosetta - rama_prepro,rosetta - p_aa_pp,rosetta - fa_dun,rosetta - omega,rosetta - pro_close,rosetta - yhh_planarity,aggrescan3d: total_value,aggrescan3d: avg_value,aggrescan3d: min_value,aggrescan3d: max_value,pdb id,decoy or native,structure group
3R65_native,0.073170731707317,0.0121951219512195,0.0121951219512195,0.0365853658536585,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0121951219512195,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.4958611261342469,5.300000000000004,9029.561179999995,82,53.9875,-1276.2828842543663,37.61750569144253,-734.4343574962055,-579.4660324496087,-414.08,23.04,132.83999999999995,-569.98,0.0,-145.4,-77.566560775004,-455.3601294584328,58.72723515311088,0.8864606406559803,-105.1356875969972,282.1724691859612,-10.06531082570355,12.06543217268005,-1.064137138559268,-56.19522592972202,-4.937672617609757,-2.833622088849928,0.0,2.08777995897974,-7.573192593305596,108.9113731061983,9.461518310014476,3.649738946575484,0,96.0152,1.1709,-1.482,3.7773,3R65,additional native,3LDCA
3LDCA_decoy20_72,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.6785392003685675,4.700000000000003,9030.54598,82,54.9375,-1260.6667070715278,56.38391847341951,-735.7268130559783,-581.3238124889673,-242.51,23.76,136.85,-403.11,0.0,-140.4,1237.876215120394,-467.0371078674029,317.3647791078686,2.490908363958577,-92.79288349335206,300.3740518615421,-10.41233279101258,13.09385612206505,0.0,-63.14830380141679,-0.705174233807713,0.0,0.0,14.21721324326479,-0.9691138083017008,251.3657817868205,120.653250206375,767.0184604237929,0,110.0997,1.3427,-1.923,3.9325,3LDCA,decoy,3LDCA
3LDCA_decoy33_163,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-1.5432015303567497,4.700000000000003,9030.54598,82,49.6875,-1197.31309931824,35.47075090294851,-639.4980304998196,-593.2858197213645,-274.94,23.76,141.70999999999998,-440.4099999999999,0.0,-130.6,566.3459367555821,-410.8872870482295,185.5489107240243,4.726149089632719,-102.0873300443169,297.2990774046417,-9.649829445943148,15.10251419606287,-0.263972448986284,-60.57187928033639,-2.808969222253649,-0.9864905412410032,0.0,34.81057601840264,-1.190906317636712,150.3846239526488,64.35630835665448,316.2016113624582,0,124.5068,1.5184,-1.5454,4.2972,3LDCA,decoy,3LDCA
3LDCA_decoy38_9,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,0.1601683258885343,4.700000000000003,9030.54598,82,51.5625,-1120.6349954262146,71.57995737943821,-670.3440960695633,-521.8708567360885,-238.96,23.76,146.60000000000002,-409.31,0.0,-139.7,728.7168031888357,-423.848791061712,338.0862125072338,1.409504942731473,-86.22423800653239,285.526626327329,-9.350407504262805,12.74197277825102,0.0,-59.7315146455534,-0.8924352469156782,0.0,0.0,30.03045067486816,-4.049802002273259,164.2860584073029,111.739149830806,282.6311861875628,0,103.4344,1.2614,-1.4509,4.1111,3LDCA,decoy,3LDCA
3LDCA_decoy10_130,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-4.2713553872964365,4.700000000000003,9030.54598,82,52.075,-1180.4250110169748,66.48782433989513,-683.395986313563,-563.5168490433026,-265.64,23.76,134.93,-424.33,0.0,-136.5,899.040359020833,-435.486028081883,364.3295906839961,1.367350062313621,-100.4604623899905,294.0585765731812,-7.715488304551398,11.20216413987439,0.0,-63.1847786289208,0.0,-0.638904656388498,0.0,6.042325942097998,-6.009047043615992,180.976765009035,90.24783983122518,477.9476258844595,0,105.7286,1.2894,-2.1317,3.4911,3LDCA,decoy,3LDCA
3LDCA_decoy26_73,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-2.110459524334141,4.700000000000003,9030.54598,82,50.575,-1149.7040747234012,56.23961328727835,-655.2882037282777,-550.6554842824058,-287.58,23.76,136.31,-447.6099999999999,0.0,-129.6,821.2163225332047,-422.3982477587887,266.4228281224446,1.909041178210709,-101.681057595573,302.9848120274101,-9.06354149160374,12.56664466039214,-0.343369193518534,-61.42377530110969,-1.224020181742786,-1.412490747721569,0.0,31.57873938333266,2.204077881866427,167.140942454304,131.7408997514709,415.8520093438312,0,136.9682,1.6703,-1.6439,3.9215,3LDCA,decoy,3LDCA
3LDCA_decoy38_27,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-1.6303045857286886,4.700000000000003,9030.54598,82,54.571875,-1189.2530954323413,97.10110725060404,-729.1565596822891,-557.1976430006613,-265.17,23.76,136.51,-425.44,0.0,-145.4,696.866855811565,-461.8463775614729,298.5476567743515,2.397032014598657,-102.3462226237393,305.89116197265,-8.32896369204945,13.39699604605223,0.0,-64.88444734741381,-1.500244450296613,0.0,0.0,38.86831526262356,1.442677695595763,162.6474641761269,52.8719156250525,373.3470619194859,0,103.4459,1.2615,-1.1352,3.7706,3LDCA,decoy,3LDCA
3LDCA_decoy1_30,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,0.8788509304328654,4.700000000000003,9030.54598,82,53.871875,-1280.8721894794207,61.19466195280777,-725.0601211904901,-617.0067302417347,-304.85,23.76,131.57,-460.18,0.0,-149.7,288.3443702647678,-449.4913091422268,259.0552139151542,1.84007103378273,-100.4747360239551,301.4444444834477,-9.3609211160784,13.63145554512314,-0.596992866017458,-58.91791654005976,-0.776042813940637,0.0,0.0,19.15561897636661,-0.8682005072294149,95.6383580434374,54.56442814126336,77.13806913570016,0,85.33560000000001,1.0407,-1.2118,3.284,3LDCA,decoy,3LDCA
3LDCA_decoy10_50,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-1.9500470724916372,4.700000000000003,9030.54598,82,50.925,-1146.9611150866083,61.6343331224158,-664.6679742330166,-543.9274739760046,-244.96,23.76,140.82999999999998,-409.53,0.0,-131.7,831.0579328874555,-422.7748470741826,388.6546955980556,2.297090280182916,-84.88993660147624,292.0568560809817,-12.12454049988413,13.59471974550453,0.0,-58.17989055902718,0.0,0.0,0.0,19.53709552593206,2.56438210174566,101.4647548811937,128.2312215759696,374.2635018324598,0,95.8375,1.1688,-2.062,3.7141,3LDCA,decoy,3LDCA
3LDCA_decoy5_27,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.3705251921292125,4.700000000000003,9030.54598,82,53.278125,-1227.5690781889462,58.22307668102221,-717.0132366857478,-568.7789181842323,-265.52,23.76,145.62,-434.89,0.0,-148.3,1322.997615014672,-451.207059714505,282.8761069252996,2.828503144251496,-103.6110456019178,292.3975140308748,-9.865158311325818,13.87944004334394,0.0,-57.17115870787285,-0.9992832249930264,-1.793800561449258,0.0,33.8340175003296,-2.113799438964117,256.3251311526338,85.23225650540725,896.0231212735596,0,76.64519999999999,0.9347,-1.5676,3.3124,3LDCA,decoy,3LDCA
3LDCA_decoy38_19,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.5682978453485038,4.700000000000003,9030.54598,82,51.95625,-1183.4657480432782,63.5342880604017,-675.2051196762969,-571.7949164273755,-251.48,23.76,143.96,-419.2200000000001,0.0,-140.0,429.969625597002,-430.0615124365808,236.4856973355029,1.722319260471352,-99.10504539963851,305.5132367483776,-8.038201648572583,13.08367254964248,0.0,-61.89557267000642,-0.7612758754515458,-1.804904969986469,0.0,32.01134602700374,2.110679718251071,108.8678950627726,52.8535092614948,192.6249526337217,0,111.739,1.3627,-1.3882,4.251,3LDCA,decoy,3LDCA
3LDCA_decoy1_15,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,0.5868721163925777,4.700000000000003,9030.54598,82,53.884375,-1254.9578101753095,64.90233380472581,-731.3165699874907,-588.5435739925359,-303.06,23.76,140.05,-466.88,0.0,-150.3,289.2164861374746,-452.9919108243085,263.4751079842827,1.479504822433038,-101.5444393212785,292.0595249066798,-10.1041282414609,13.47108774176441,-0.3853735582416696,-58.84694290904289,-0.5533496928922166,-0.76880962639738,0.0,24.82963559058621,-4.261202994163739,86.07020733803927,95.79804996975012,55.12669495172486,0,81.1041,0.9891,-1.2647,3.2904,3LDCA,decoy,3LDCA
3LDCA_decoy23_26,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.839525535992094,4.700000000000003,9030.54598,82,53.19375,-1220.7584573938725,73.82627843136858,-708.2476717584996,-586.3370640667447,-246.35,23.76,136.78,-406.87,0.0,-141.4,1479.741782887075,-451.5371078885673,551.0265992295068,1.680059441421437,-103.6060693713748,299.3967914091001,-8.961919103363897,12.36413958259078,-0.6482738845332691,-60.49294821371949,-0.9113985115875028,-1.408464128625091,0.0,29.37332613633006,-3.233872281524365,236.6389943107637,111.8325583770076,781.8665377836501,0,96.1987,1.1732,-1.7928,4.1445,3LDCA,decoy,3LDCA
3LDCA_decoy1_66,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,0.1149909193491302,4.700000000000003,9030.54598,82,52.5625,-1225.0564935818634,53.75769062074696,-700.1913923825218,-578.6227918200833,-270.73,23.76,139.37,-433.86,0.0,-145.9,744.9787416198624,-439.8333024057654,243.4153167207543,3.260541529484819,-92.41774999291148,293.471951558991,-10.42764302167935,13.85226303864073,0.0,-60.24173905231097,-1.451243168903966,-0.3902420149718392,0.0,12.36888793858664,-4.026679576526849,154.1709980496259,111.8414033794548,435.0231486373939,0,80.35839999999999,0.98,-1.1728,3.4477,3LDCA,decoy,3LDCA
3LDCA_decoy25_52,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-1.1625717772035598,4.700000000000003,9030.54598,82,52.828125,-1198.7206438040755,73.30843090475861,-688.8173071301072,-583.2117675787264,-221.46,23.76,136.69,-381.89,0.0,-140.2,386.4453893170407,-451.4977381474696,348.0470774547764,2.659369298900219,-108.3418815905272,304.8013229201293,-9.954719371888018,13.61935716799856,-0.063481191934389,-58.84370632123599,-0.5916077749590307,-0.966137072788279,0.0,35.6301923924694,-0.4666664776245758,110.5723480611561,48.42324199689851,67.05558797313928,0,89.87089999999999,1.096,-2.1441,3.8284,3LDCA,decoy,3LDCA
3LDCA_decoy13_19,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.0739513851331054,4.700000000000003,9030.54598,82,52.803125,-1201.1790654169904,43.86094443051334,-703.1273862234004,-541.9126236241007,-254.04,23.76,149.14,-426.93,0.0,-145.0,795.2949055290488,-439.1201092385797,283.259659783656,2.705814448585649,-94.38338465506132,283.1950219643596,-11.10591137603044,12.27571760268225,0.0,-57.45281836032617,-1.993642371017671,-0.0287909325363219,0.0,29.74577864272522,3.155806397077812,204.5722657733622,64.66397586864522,429.4426919815064,0,98.4958,1.2012,-1.624,3.7253,3LDCA,decoy,3LDCA
3LDCA_decoy23_47,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-2.063720796693576,4.700000000000003,9030.54598,82,54.5,-1190.0823480462834,52.299062713180376,-736.9101744466861,-505.4712363127812,-248.14,23.76,156.08,-427.98,0.0,-141.7,1787.861810543588,-462.2671957922478,483.1761729111639,2.501391124363973,-83.72485832418344,292.53511010114,-11.77215161529392,12.83626717974,-0.6798168912587712,-58.49071812360226,0.0,0.0,0.0,46.90097747543193,1.814317263627709,300.4956620604714,103.1767282515935,1074.997094922642,0,108.3988,1.3219,-2.3819,4.0196,3LDCA,decoy,3LDCA
3LDCA_decoy42_54,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-2.07001999746276,4.700000000000003,9030.54598,82,52.94375,-1176.5950329353818,82.30089479551671,-702.9321456439085,-555.9637820869884,-273.77,23.76,137.54,-435.08,0.0,-139.2,876.3947541253506,-459.291831263789,346.3234327114559,2.197555663970127,-100.1021832815534,303.7958211912258,-9.925530940344286,12.30830921135656,0.0,-60.91869968319474,-0.5251533668955851,-0.4252960869019903,0.0,21.71953345454375,2.195870149580475,196.3857259252374,79.86169617107231,456.4326742695872,0,107.7349,1.3138,-2.1833,3.6261,3LDCA,decoy,3LDCA
3LDCA_decoy10_201,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-2.4286583004493587,4.700000000000003,9030.54598,82,52.434375,-1176.4512297861388,76.37568015573736,-688.5757881117604,-564.251121830117,-227.58,23.76,146.76,-398.11,0.0,-139.2,431.5848904044204,-431.3309729042686,263.5507839335309,2.446404535368247,-99.2476609030732,295.8081802981376,-10.64257661884212,12.26589039548682,0.0,-58.11455313101895,-0.8637490736978874,-0.4253028867769416,0.0,14.72407769731932,0.1344293706727477,106.4341749673068,135.5764768224526,114.9064579018232,0,98.1663,1.1972,-2.2813,4.3176,3LDCA,decoy,3LDCA
3LDCA_decoy33_166,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-2.591350680047273,4.700000000000003,9030.54598,82,52.5125,-1120.6391944092131,62.79310659179085,-683.6666140097966,-499.7656869912088,-201.25,23.76,149.3,-374.30000000000007,0.0,-134.5,1262.83563132319,-442.5167058694642,411.3573593073702,2.766788774370526,-95.66665700007478,291.6163185999155,-9.682659009628694,12.68525638651892,-0.1022381080053129,-57.46777684393032,-0.5709344384894792,-0.243999454679635,0.0,33.60483597141111,-3.190766449708336,234.4110116738734,97.53414362014288,701.9388241635681,0,103.3193,1.26,-2.0412,3.5291,3LDCA,decoy,3LDCA
3LDCA_decoy7_51,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.4165102591323972,4.700000000000003,9030.54598,82,54.565625,-1253.0003032581646,66.09363824491741,-738.9424236258897,-580.1515178771904,-302.93,23.76,136.57,-463.2300000000001,0.0,-150.3,713.1401439516127,-466.8738301463114,282.5254315780811,2.646273908097414,-103.723004484603,292.9165162338056,-8.14929163453311,13.49623169774181,-0.3755456449958551,-61.10604698128893,-1.113292416501451,-0.2635143139724462,0.0,4.249354459677362,-7.973874527422493,176.1520344301689,57.95256922785367,446.4173025658157,0,81.4919,0.9938,-0.8739,3.0417,3LDCA,decoy,3LDCA
3OUS_native,0.0853658536585365,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1097560975609756,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.5597812297604978,4.700000000000003,9000.51998,82,54.31924882629108,-1265.109414240503,50.675904018023786,-737.5867480940329,-578.198570164487,-403.85,23.770000000000003,129.96,-557.58,0.0,-144.3,-53.63175249276512,-464.2599295483783,96.26064170592326,1.171904029937149,-103.1726750910651,290.0593258164953,-9.904505141082518,13.41670586548548,-1.543856831734395,-53.47406956460634,-3.758054387789849,-3.053820729002147,0.0,-4.466860415178635,-7.610362951410421,110.1875896179301,-0.2692854623950272,0.2497405941062376,0,97.0822,1.1839,-1.4685,3.611,3OUS,additional native,3LDCA
3LDCA_decoy32_134,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-2.956964141444492,4.700000000000003,9030.54598,82,50.428125,-1148.9161904097928,65.96321279750128,-651.47041986963,-563.4089833376629,-262.64,23.76,142.7,-429.0999999999999,0.0,-133.9,1033.591812050188,-433.2666441520824,324.7778536698498,1.894310691836167,-101.6486062218168,292.7703424252192,-9.021316990360402,11.76584606422428,0.0,-62.96723930640603,0.0,-0.0089749255526518,0.0,23.49320737271422,-0.4453646340900594,282.5721301601523,72.05667416794482,545.2567637285551,0,97.3758,1.1875,-2.0022,3.7325,3LDCA,decoy,3LDCA
3LDCA_decoy15_153,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.498580313683072,4.700000000000003,9030.54598,82,47.45,-1108.10041256781,55.36380536778796,-590.2138559373458,-573.2503619982501,-268.56,23.76,134.79999999999998,-427.11000000000007,0.0,-123.9,305.8277187549745,-384.9341624009292,238.0344901052457,2.018083099666488,-96.64210609782884,288.5331263515781,-10.19849274158633,12.36667502354859,0.0,-62.10437179753012,-3.724208030321394,-0.0273390420681783,0.0,11.99947236324075,-2.38657433233443,90.63011645545863,77.06697786910885,58.83320192972584,0,127.8826,1.5595,-2.2179,3.8633,3LDCA,decoy,3LDCA
3LDCA_decoy11_113,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.93507434782899,4.700000000000003,9030.54598,82,52.940625,-1172.4434332505623,65.6121491068818,-691.3836940424842,-546.671888314956,-287.03,23.76,128.82999999999998,-439.62000000000006,0.0,-138.1,389.5039058537461,-445.3641581338183,315.5128797046248,1.770676145941601,-104.5829737187671,309.0500400660728,-6.16370747506611,11.24989170417169,-1.160356991034774,-62.97016370970988,0.0,-2.426073934751039,0.0,9.002530425740028,-8.583754703586182,96.15080100309174,107.0575086357484,84.59793683508836,0,108.8477,1.3274,-1.813,3.818,3LDCA,decoy,3LDCA
3LDCA_decoy1_78,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,0.1204863823621709,4.700000000000003,9030.54598,82,53.6375,-1218.6024528029018,41.10951699941142,-727.1788792788246,-532.5330905234971,-302.46,23.76,145.38,-471.59,0.0,-149.9,772.3075454170528,-444.3149034845817,200.8190876335883,1.860289302329304,-88.90112572844608,284.1718885257848,-9.626522266458878,12.87199057164588,-0.2473040732927285,-57.31705075841062,-0.9396457247728504,-0.5894969334635161,0.0,21.26482571728122,1.753075411246861,215.5256456060534,82.45809341149618,467.1558682070532,0,88.0926,1.0743,-1.4212,3.3359,3LDCA,decoy,3LDCA
3LDCA_decoy3_249,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,0.4569516221648007,4.700000000000003,9030.54598,82,51.6875,-1158.6796471126504,70.44004690921658,-693.2772286331046,-535.8424653887575,-203.41,23.76,153.06,-380.2199999999999,0.0,-140.5,879.7425671147315,-421.1409480320075,370.2299845909606,2.774773325333917,-99.93515790463525,275.596003401763,-8.543524145798457,12.03840719647696,0.0,-55.57473160542695,0.0,0.0,0.0,41.08477844399178,12.23072226100673,148.4766801261824,91.41005957741132,424.732689879473,0,99.6694,1.2155,-1.8996,3.2835,3LDCA,decoy,3LDCA
3LDCA_decoy15_160,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,0.767810761906669,4.700000000000003,9030.54598,82,51.765625,-1230.6802149400844,46.15360777405275,-690.686320586261,-586.1475021278767,-305.65,23.76,138.75,-468.13999999999993,0.0,-142.8,155.7899510410842,-424.4150251720221,177.1776066511022,2.369897189113854,-98.73788627682757,292.6537178760353,-9.812663060721064,11.96071760548274,-1.121369788921909,-61.29119113897493,0.0,-0.0991346890343446,0.0,9.44893272832306,-0.0187843530973024,100.392526140293,41.55864663338087,29.36113069695225,0,103.3803,1.2607,-1.7814,3.7622,3LDCA,decoy,3LDCA
3LDCA_native,0.073170731707317,0.0121951219512195,0.0121951219512195,0.048780487804878,0.073170731707317,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0,0.1341463414634146,0.0121951219512195,0.0,0.0365853658536585,0.0,0.024390243902439,0.0365853658536585,0.1219512195121951,0.1097560975609756,0.024390243902439,0,0.0609756097560975,-0.6461570819061359,4.700000000000003,9030.54598,82,54.01875,-1273.939629871987,40.40155665406228,-732.9849192309657,-581.3562672950865,-409.59,23.76,129.63,-562.9399999999998,0.0,-145.5,-71.79331541225214,-456.6268556068554,59.53637157067137,0.9481384397771396,-104.3003354854285,287.1873871404568,-9.980885840454407,12.38921972765314,-1.04735298302676,-55.55238106596734,-5.442282611659142,-3.06791343650708,0.0,-0.2406802532828576,-7.531486198231816,115.3253564125194,9.59467174954093,0.652883028542318,0,96.3842,1.1754,-1.4906,3.7222,3LDCA,native,3LDCA
